"Block","Order","Position","ML","Trt","Comp","Combos","Population","Species","Block.1","Leaf.Number","Comment","X","UniqId","GerminationDate","Comment1","Dead_plant","DeathCause","RootsHarvested","SeedsCounted","SeedNumber"
"3",683,"683A","PA4.19Ip","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip",3,24,"",265,"683AIp","43259.0",NA,NA,NA,"N","Y",394
"3",685,"685A","PA4.16Ip","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip",3,12,"",267,"685AIp","43259.0",NA,NA,NA,"N","Y",155
"3",689,"689","PA4.1Ip","Alone","NA","NA","PA4","Ip",3,10,"",268,"689Ip","43259.0",NA,NA,NA,"N","Y",156
"3",689,"689A","PA4.18Ip","Inter","PA 4.2 Ihed","PA 4.18 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",269,"689AIp","43259.0",NA,NA,NA,"N","Y",241
"3",691,"691","PA4.18Ip","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip",3,11,"",270,"691Ip","43259.0",NA,NA,NA,"N","Y",203
"3",691,"691A","PA4.13Ip","Inter","PA 4.15 Ihed","PA 4.13 Ip-PA 4.15 Ihed","PA4","Ip",3,11,"",271,"691AIp","43259.0",NA,NA,NA,"N","Y",86
"3",692,"692","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",3,14,"",272,"692Ip","43259.0",NA,NA,NA,"N","Y",159
"3",693,"693","PA4.15Ip","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip",3,15,"",273,"693Ip","43259.0",NA,NA,NA,"Y","Y",154
"3",693,"693A","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",3,10,"",274,"693AIp","43259.0",NA,NA,NA,"N","Y",88
"3",695,"695","PA4.17Ip","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip",3,9,"",275,"695Ip","43259.0",NA,NA,NA,"N","Y",189
"3",697,"697","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",3,7,"",276,"697Ip","43262.0",NA,NA,NA,"N","Y",141
"3",697,"697A","PA4.15Ip","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip",3,9,"",277,"697AIp","43259.0",NA,NA,NA,"N","Y",131
"3",698,"698","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",3,11,"",278,"698Ip","43259.0",NA,NA,NA,"Y","Y",219
"3",705,"705","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",3,14,"",281,"705Ip","43259.0",NA,NA,NA,"N","Y",235
"3",705,"705A","PA4.11Ip","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip",3,10,"",282,"705AIp","43259.0",NA,NA,NA,"N","Y",158
"3",707,"707A","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",3,12,"",283,"707AIp","43259.0",NA,NA,NA,"N","Y",136
"3",708,"708","PA4.16Ip","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip",3,9,"",284,"708Ip","43259.0",NA,NA,NA,"N","Y",87
"3",709,"709","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",3,8,"",285,"709Ip","43259.0",NA,NA,NA,"N","Y",46
"3",711,"711","PA4.17Ip","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip",3,13,"",287,"711Ip","43259.0",NA,NA,NA,"N","Y",219
"3",712,"712","PA4.1Ip","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip",3,9,"",288,"712Ip","43262.0",NA,NA,NA,"N","Y",94
"3",713,"713A","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",3,12,"",289,"713AIp","43259.0",NA,NA,NA,"N","Y",300
"3",715,"715A","PA4.16Ip","Inter","PA 4.2 Ihed","PA 4.16 Ip-PA 4.2 Ihed","PA4","Ip",3,10,"",290,"715AIp","43259.0",NA,NA,NA,"N","Y",80
"3",717,"717","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",3,13,"",291,"717Ip","43259.0",NA,NA,NA,"N","Y",229
"3",718,"718","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",3,15,"",292,"718Ip","43259.0",NA,NA,NA,"N","Y",369
"3",720,"720","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",3,7,"",294,"720Ip","43259.0",NA,NA,NA,"N","Y",110
"3",725,"725","PA4.13Ip","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip",3,17,"",295,"725Ip","43262.0",NA,NA,NA,"N","Y",828
"3",727,"727","PA4.15Ip","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip",3,15,"",296,"727Ip","43259.0",NA,NA,NA,"N","Y",267
"3",729,"729","PA4.15Ip","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip",3,13,"",297,"729Ip","43259.0",NA,NA,NA,"N","Y",258
"3",730,"730","PA4.19Ip","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip",3,6,"",300,"730Ip","43259.0",NA,NA,NA,"N","Y",116
"3",737,"737A","PA4.14Ip","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ip",3,6,"",302,"737AIp","43259.0",NA,NA,NA,"Y","Y",203
"3",739,"739A","PA4.14Ip","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip",3,5,"",303,"739AIp","43259.0",NA,NA,NA,"N","Y",98
"3",744,"744","PA4.18Ip","Alone","NA","NA","PA4","Ip",3,12,"",306,"744Ip","43259.0",NA,NA,NA,"N","Y",122
"3",747,"747A","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",3,16,"",307,"747AIp","43259.0",NA,NA,NA,"N","Y",836
"3",748,"748","PA4.19Ip","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip",3,16,"",308,"748Ip","43259.0",NA,NA,NA,"N","Y",411
"3",758,"758B","PA4.11Ip","Inter","PA 4.2 Ihed","PA 4.11 Ip-PA 4.2 Ihed","PA4","Ip",3,15,"",316,"758BIp","43259.0",NA,NA,NA,"N","Y",619
"3",761,"761B","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",3,17,"",319,"761BIp","43262.0",NA,NA,NA,"N","Y",519
"3",763,"763B","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",3,8,"",320,"763BIp","43262.0",NA,NA,NA,"N","Y",163
"3",766,"766B","PA4.15Ip","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip",3,14,"",323,"766BIp","43259.0",NA,NA,NA,"N","Y",226
"3",767,"767B","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",3,20,"",324,"767BIp","43259.0",NA,NA,NA,"N","Y",404
"4",751,"751A","PA4.17Ip","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip",4,15,"",309,"751AIp","43262.0",NA,NA,NA,"N","Y",826
"4",753,"753","PA4.17Ip","Inter","PA 4.9 Ihed","PA 4.17 Ip-PA 4.9 Ihed","PA4","Ip",4,22,"",310,"753Ip","43259.0",NA,NA,NA,"N","Y",227
"4",754,"754","PA4.18Ip","Alone","NA","NA","PA4","Ip",4,13,"",312,"754Ip","43259.0",NA,NA,NA,"N","Y",398
"4",755,"755","PA4.13Ip","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip",4,18,"",313,"755Ip","43259.0",NA,NA,NA,"Y","Y",422
"4",755,"755A","PA4.11Ip","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip",4,16,"",314,"755AIp","43259.0",NA,NA,NA,"N","Y",430
"4",757,"757","PA4.15Ip","Inter","PA 4.2 Ihed","PA 4.15 Ip-PA 4.2 Ihed","PA4","Ip",4,16,"",315,"757Ip","43259.0",NA,NA,NA,"N","Y",109
"4",761,"761","PA4.18Ip","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip",4,16,"",318,"761Ip","43259.0",NA,NA,NA,"N","Y",372
"4",764,"764","PA4.17Ip","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip",4,25,"",321,"764Ip","43259.0",NA,NA,NA,"N","Y",944
"4",765,"765A","PA4.13Ip","Inter","PA 4.2 Ihed","PA 4.13 Ip-PA 4.2 Ihed","PA4","Ip",4,15,"",322,"765AIp","43259.0",NA,NA,NA,"N","Y",384
"4",769,"769","PA4.14Ip","Inter","PA 4.12 Ihed","PA 4.14 Ip-PA 4.12 Ihed","PA4","Ip",4,12,"",325,"769Ip","43259.0",NA,NA,NA,"N","Y",197
"4",779,"779A","PA4.19Ip","Inter","PA 4.2 Ihed","PA 4.19 Ip-PA 4.2 Ihed","PA4","Ip",4,8,"",327,"779AIp","43259.0",NA,NA,NA,"N","Y",126
"4",780,"780","PA4.14Ip","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip",4,20,"",329,"780Ip","43259.0",NA,NA,NA,"N","Y",603
"4",781,"781","PA4.16Ip","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip",4,10,"",330,"781Ip","43262.0",NA,NA,NA,"N","Y",145
"4",781,"781A","PA4.17Ip","Inter","PA 4.2 Ihed","PA 4.17 Ip-PA 4.2 Ihed","PA4","Ip",4,7,"",331,"781AIp","43259.0",NA,NA,NA,"N","Y",83
"4",786,"786","PA4.19Ip","Inter","PA 4.9 Ihed","PA 4.19 Ip-PA 4.9 Ihed","PA4","Ip",4,9,"",332,"786Ip","43262.0",NA,NA,NA,"N","Y",162
"4",787,"787","PA4.18Ip","Inter","PA 4.7 Ihed","PA 4.18 Ip-PA 4.7 Ihed","PA4","Ip",4,5,"",333,"787Ip","43259.0",NA,NA,NA,"N","Y",89
"4",787,"787A","PA4.2Ip","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip",4,6,"",334,"787AIp","43259.0",NA,NA,NA,"Y","Y",25
"4",791,"791","PA4.2Ip","Inter","PA 4.12 Ihed","PA 4.2 Ip-PA 4.12 Ihed","PA4","Ip",4,8,"",335,"791Ip","43259.0",NA,NA,NA,"N","Y",263
"4",791,"791A","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",4,9,"",336,"791AIp","43259.0",NA,NA,NA,"N","Y",168
"4",793,"793","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",4,6,"",337,"793Ip","43259.0",NA,NA,NA,"N","Y",195
"4",793,"793A","PA4.2Ip","Inter","PA 4.2 Ihed","PA 4.2 Ip-PA 4.2 Ihed","PA4","Ip",4,7,"",338,"793AIp","43259.0",NA,NA,NA,"N","Y",118
"4",795,"795A","PA4.1Ip","Inter","PA 4.15 Ihed","PA 4.1 Ip-PA 4.15 Ihed","PA4","Ip",4,5,"",340,"795AIp","43262.0",NA,NA,NA,"N","Y",105
"4",796,"796","PA4.14Ip","Alone","NA","NA","PA4","Ip",4,7,"",341,"796Ip","43259.0",NA,NA,NA,"N","Y",113
"4",800,"800","PA4.16Ip","Inter","PA 4.9 Ihed","PA 4.16 Ip-PA 4.9 Ihed","PA4","Ip",4,11,"",344,"800Ip","43259.0",NA,NA,NA,"N","Y",227
"4",803,"803","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",4,7,"",345,"803Ip","43262.0",NA,NA,NA,"N","Y",340
"4",803,"803A","PA4.2Ip","Inter","PA 4.15 Ihed","PA 4.2 Ip-PA 4.15 Ihed","PA4","Ip",4,9,"",346,"803AIp","43259.0",NA,NA,NA,"N","Y",163
"4",804,"804","PA4.11Ip","Inter","PA 4.7 Ihed","PA 4.11 Ip-PA 4.7 Ihed","PA4","Ip",4,7,"",347,"804Ip","43262.0",NA,NA,NA,"Y","Y",101
"4",805,"805","PA4.15Ip","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip",4,13,"",348,"805Ip","43259.0",NA,NA,NA,"Y","Y",197
"4",805,"805A","PA4.19Ip","Inter","PA 4.15 Ihed","PA 4.19 Ip-PA 4.15 Ihed","PA4","Ip",4,9,"",349,"805AIp","43259.0",NA,NA,NA,"N","Y",54
"4",806,"806","PA4.1Ip","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip",4,9,"",350,"806Ip","43259.0",NA,NA,NA,"N","Y",260
"4",807,"807A","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",4,8,"",351,"807AIp","43259.0",NA,NA,NA,"N","Y",299
"4",808,"808","PA4.13Ip","Inter","PA 4.3 Ihed","PA 4.13 Ip-PA 4.3 Ihed","PA4","Ip",4,5,"",352,"808Ip","43262.0",NA,NA,NA,"N","Y",38
"4",809,"809","PA4.19Ip","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip",4,13,"",353,"809Ip","43262.0",NA,NA,NA,"N","Y",186
"4",811,"811","PA4.14Ip","Inter","PA 4.9 Ihed","PA 4.14 Ip-PA 4.9 Ihed","PA4","Ip",4,10,"",354,"811Ip","43259.0",NA,NA,NA,"N","Y",377
"4",815,"815","PA4.1Ip","Inter","PA 4.12 Ihed","PA 4.1 Ip-PA 4.12 Ihed","PA4","Ip",4,8,"",355,"815Ip","43259.0",NA,NA,NA,"N","Y",194
"4",816,"816","PA4.14Ip","Inter","PA 4.3 Ihed","PA 4.14 Ip-PA 4.3 Ihed","PA4","Ip",4,4,"",356,"816Ip","43262.0",NA,NA,NA,"N","Y",60
"4",817,"817","PA4.11Ip","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip",4,5,"",357,"817Ip","43262.0",NA,NA,NA,"N","Y",181
"4",821,"821","PA4.14Ip","Inter","PA 4.7 Ihed","PA 4.14 Ip-PA 4.7 Ihed","PA4","Ip",4,7,"",359,"821Ip","43262.0",NA,NA,NA,"N","Y",171
"4",822,"822","PA4.2Ip","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip",4,10,"",361,"822Ip","43262.0",NA,NA,NA,"N","Y",167
"4",825,"825","PA4.17Ip","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip",4,10,"",363,"825Ip","43262.0",NA,NA,NA,"N","Y",167
"4",827,"827","PA4.19Ip","Inter","PA 4.7 Ihed","PA 4.19 Ip-PA 4.7 Ihed","PA4","Ip",4,13,"",364,"827Ip","43259.0",NA,NA,NA,"N","Y",136
"4",828,"828","PA4.1Ip","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip",4,6,"",365,"828Ip","43262.0",NA,NA,NA,"N","Y",56
"4",829,"829","PA4.2Ip","Inter","PA 4.9 Ihed","PA 4.2 Ip-PA 4.9 Ihed","PA4","Ip",4,8,"",366,"829Ip","43264.0",NA,NA,NA,"N","Y",87
"4",831,"831A","PA4.15Ip","Inter","PA 4.15 Ihed","PA 4.15 Ip-PA 4.15 Ihed","PA4","Ip",4,8,"",368,"831AIp","43259.0",NA,NA,NA,"N","Y",306
"4",834,"834","PA4.15Ip","Alone","NA","NA","PA4","Ip",4,10,"",370,"834Ip","43259.0",NA,NA,NA,"N","Y",431
"4",835,"835A","PA4.16Ip","Inter","PA 4.15 Ihed","PA 4.16 Ip-PA 4.15 Ihed","PA4","Ip",4,9,"",371,"835AIp","43259.0",NA,NA,NA,"N","Y",43
"4",837,"837A","PA4.14Ip","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip",4,12,"",372,"837AIp","43259.0",NA,NA,NA,"N","Y",197
"4",841,"841A","PA4.17Ip","Inter","PA 4.15 Ihed","PA 4.17 Ip-PA 4.15 Ihed","PA4","Ip",4,9,"",373,"841AIp","43259.0",NA,NA,NA,"N","Y",143
"4",843,"843","PA4.11Ip","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip",4,7,"",374,"843Ip","43259.0",NA,NA,NA,"N","Y",121
"4",845,"845","PA4.13Ip","Inter","PA 4.9 Ihed","PA 4.13 Ip-PA 4.9 Ihed","PA4","Ip",4,4,"",375,"845Ip","43264.0",NA,NA,NA,"N","Y",89
"4",847,"847","PA4.15Ip","Inter","PA 4.9 Ihed","PA 4.15 Ip-PA 4.9 Ihed","PA4","Ip",4,12,"",376,"847Ip","43264.0",NA,NA,NA,"N","Y",155
"4",848,"848","PA4.2Ip","Alone","NA","NA","PA4","Ip",4,21,"",377,"848Ip","43264.0",NA,NA,NA,"N","Y",447
"4",851,"851","PA4.11Ip","Alone","NA","NA","PA4","Ip",4,5,"",378,"851Ip","43264.0",NA,NA,NA,"N","Y",111
"4",851,"851A","PA4.14Ip","Inter","PA 4.15 Ihed","PA 4.14 Ip-PA 4.15 Ihed","PA4","Ip",4,6,"",379,"851AIp","43264.0",NA,NA,NA,"N","Y",91
"4",852,"852","PA4.15Ip","Inter","PA 4.3 Ihed","PA 4.15 Ip-PA 4.3 Ihed","PA4","Ip",4,9,"",380,"852Ip","43264.0",NA,NA,NA,"N","Y",26
"4",855,"855","PA4.19Ip","Alone","NA","NA","PA4","Ip",4,6,"",381,"855Ip","43264.0",NA,NA,NA,"N","Y",131
"4",855,"855A","PA4.18Ip","Inter","PA 4.15 Ihed","PA 4.18 Ip-PA 4.15 Ihed","PA4","Ip",4,10,"",382,"855AIp","43264.0",NA,NA,NA,"N","Y",71
"4",857,"857","PA4.17Ip","Inter","PA 4.7 Ihed","PA 4.17 Ip-PA 4.7 Ihed","PA4","Ip",4,11,"",383,"857Ip","43264.0",NA,NA,NA,"N","Y",207
"4",858,"858","PA4.19Ip","Inter","PA 4.12 Ihed","PA 4.19 Ip-PA 4.12 Ihed","PA4","Ip",4,9,"",384,"858Ip","43264.0",NA,NA,NA,"N","Y",33
"4",862,"862","PA4.15Ip","Inter","PA 4.12 Ihed","PA 4.15 Ip-PA 4.12 Ihed","PA4","Ip",4,7,"",387,"862Ip","43258.0",NA,NA,NA,"N","Y",91
"4",867,"867","PA4.18Ip","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip",4,6,"",388,"867Ip","43264.0",NA,NA,NA,"N","Y",28
"4",875,"875","PA4.14Ip","Inter","PA 4.2 Ihed","PA 4.14 Ip-PA 4.2 Ihed","PA4","Ip",4,11,"",391,"875Ip","43259.0",NA,NA,NA,"Y","Y",212
"4",877,"877","PA4.2Ip","Inter","PA 4.7 Ihed","PA 4.2 Ip-PA 4.7 Ihed","PA4","Ip",4,10,"",392,"877Ip","43259.0",NA,NA,NA,"N","Y",198
"4",880,"880","PA4.18Ip","Alone","NA","NA","PA4","Ip",4,13,"",395,"880Ip","43259.0",NA,NA,NA,"N","Y",91
"4",881,"881","PA4.16Ip","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip",4,11,"",396,"881Ip","43259.0",NA,NA,NA,"Y","Y",123
"4",885,"885","PA4.14Ip","Alone","NA","NA","PA4","Ip",4,8,"",398,"885Ip","43259.0",NA,NA,NA,"N","Y",90
"4",887,"887","PA4.2Ip","Alone","NA","NA","PA4","Ip",4,10,"",399,"887Ip","43259.0",NA,NA,NA,"N","Y",303
"4",888,"888","PA4.17Ip","Alone","NA","NA","PA4","Ip",4,5,"",400,"888Ip","43264.0",NA,NA,NA,"N","Y",43
"4",889,"889","PA4.19Ip","Inter","PA 4.3 Ihed","PA 4.19 Ip-PA 4.3 Ihed","PA4","Ip",4,7,"",401,"889Ip","43259.0",NA,NA,NA,"N","Y",108
"4",899,"899","PA4.1Ip","Inter","PA 4.3 Ihed","PA 4.1 Ip-PA 4.3 Ihed","PA4","Ip",4,7,"",403,"899Ip","43259.0",NA,NA,NA,"N","Y",101
"4",900,"900","PA4.2Ip","Inter","PA 4.3 Ihed","PA 4.2 Ip-PA 4.3 Ihed","PA4","Ip",4,6,"",405,"900Ip","43259.0",NA,NA,NA,"N","Y",25
"4",911,"911","PA4.16Ip","Inter","PA 4.7 Ihed","PA 4.16 Ip-PA 4.7 Ihed","PA4","Ip",4,10,"",407,"911Ip","43259.0",NA,NA,NA,"N","Y",430
"4",912,"912","PA4.13Ip","Alone","NA","NA","PA4","Ip",4,7,"",408,"912Ip","43259.0",NA,NA,NA,"N","Y",261
"4",918,"918","PA4.18Ip","Inter","PA 4.12 Ihed","PA 4.18 Ip-PA 4.12 Ihed","PA4","Ip",4,9,"",410,"918Ip","43259.0",NA,NA,NA,"N","Y",200
"4",926,"926","PA4.1Ip","Alone","NA","NA","PA4","Ip",4,6,"",412,"926Ip","43259.0",NA,NA,NA,"N","Y",165
"4",931,"931","PA4.17Ip","Inter","PA 4.3 Ihed","PA 4.17 Ip-PA 4.3 Ihed","PA4","Ip",4,10,"",413,"931Ip","43259.0",NA,NA,NA,"Y","Y",73
"4",932,"932","PA4.16Ip","Inter","PA 4.3 Ihed","PA 4.16 Ip-PA 4.3 Ihed","PA4","Ip",4,10,"",414,"932Ip","43259.0",NA,NA,NA,"N","Y",74
"4",950,"950","PA4.19Ip","Alone","NA","NA","PA4","Ip",4,13,"",418,"950Ip","43262.0",NA,NA,NA,"N","Y",341
"4",957,"957","PA4.1Ip","Inter","PA 4.9 Ihed","PA 4.1 Ip-PA 4.9 Ihed","PA4","Ip",4,7,"",419,"957Ip","43262.0",NA,NA,NA,"N","Y",191
"4",960,"960","PA4.17Ip","Inter","PA 4.12 Ihed","PA 4.17 Ip-PA 4.12 Ihed","PA4","Ip",4,4,"",421,"960Ip","43262.0",NA,NA,NA,"N","Y",17
"4",961,"961","PA4.1Ip","Inter","PA 4.2 Ihed","PA 4.1 Ip-PA 4.2 Ihed","PA4","Ip",4,5,"",422,"961Ip","43262.0",NA,NA,NA,"N","Y",169
"4",962,"962","PA4.17Ip","Alone","NA","NA","PA4","Ip",4,5,"",423,"962Ip","43262.0",NA,NA,NA,"N","Y",90
"4",963,"963","PA4.11Ip","Inter","PA 4.3 Ihed","PA 4.11 Ip-PA 4.3 Ihed","PA4","Ip",4,5,"",424,"963Ip","43262.0",NA,NA,NA,"N","Y",84
"4",967,"967","PA4.18Ip","Inter","PA 4.3 Ihed","PA 4.18 Ip-PA 4.3 Ihed","PA4","Ip",4,6,"",425,"967Ip","43262.0",NA,NA,NA,"N","Y",153
"4",974,"974","PA4.11Ip","Inter","PA 4.15 Ihed","PA 4.11 Ip-PA 4.15 Ihed","PA4","Ip",4,5,"",426,"974Ip","43262.0",NA,NA,NA,"N","Y",5
"4",976,"976","PA4.11Ip","Inter","PA 4.9 Ihed","PA 4.11 Ip-PA 4.9 Ihed","PA4","Ip",4,7,"",427,"976Ip","43262.0",NA,NA,NA,"N","Y",18
"4",991,"991","PA4.11Ip","Inter","PA 4.12 Ihed","PA 4.11 Ip-PA 4.12 Ihed","PA4","Ip",4,9,"",432,"991Ip","43259.0",NA,NA,NA,"N","Y",137
"4",994,"994","PA4.15Ip","Inter","PA 4.7 Ihed","PA 4.15 Ip-PA 4.7 Ihed","PA4","Ip",4,13,"",433,"994Ip","43259.0",NA,NA,NA,"N","Y",341
"4",995,"995","PA4.16Ip","Inter","PA 4.12 Ihed","PA 4.16 Ip-PA 4.12 Ihed","PA4","Ip",4,7,"",434,"995Ip","43264.0",NA,NA,NA,"N","Y",5
